ID,age,car_type,Loanamount,Deposit,area,APR,application_outcome,Funded,Loanamount_Grouped,Deposit_Grouped,Age_Grouped,Net_Exposure,funded_flag,approved_flag
4515,28,Saloon,6074.0,989.0,rural,0.0,declined,N/A,"4,800-7,199","600-1,199",26-30,5085.0,0,0
4512,54,Convertible,21105.0,798.0,rural,0.05,approved,No,"19,200-21,599","600-1,199",51-55,20307.0,0,1
4507,40,Convertible,13563.0,1086.0,urban,0.0,declined,N/A,"12,000-14,399","600-1,199",36-40,12477.0,0,0
4506,45,Saloon,3603.0,1022.0,urban,0.15,approved,Yes,"<4,800","600-1,199",41-45,2581.0,1,1
4505,45,Saloon,14185.0,538.0,urban,0.25,approved,Yes,"12,000-14,399",<600,41-45,13647.0,1,1
4502,60,Convertible,8932.0,1107.0,rural,0.15,approved,Yes,"7,200-9,599","600-1,199",56-60,7825.0,1,1
4497,61,Saloon,2697.0,549.0,urban,0.15,approved,Yes,"<4,800",<600,61-65,2148.0,1,1
4492,23,Saloon,2546.0,712.0,rural,0.0,declined,N/A,"<4,800","600-1,199",21-25,1834.0,0,0
4491,36,Saloon,12706.0,1007.0,urban,0.25,approved,Yes,"12,000-14,399","600-1,199",36-40,11699.0,1,1
4487,48,SUV,15178.0,732.0,urban,0.15,approved,No,"14,400-16,799","600-1,199",46-50,14446.0,0,1
4486,24,SUV,12591.0,1216.0,rural,0.1,approved,Yes,"12,000-14,399","1,200-1,799",21-25,11375.0,1,1
4485,65,Convertible,8333.0,1300.0,rural,0.15,approved,No,"7,200-9,599","1,200-1,799",61-65,7033.0,0,1
4483,60,SUV,14145.0,1022.0,urban,0.05,approved,No,"12,000-14,399","600-1,199",56-60,13123.0,0,1
4479,31,Convertible,17736.0,822.0,urban,0.1,approved,Yes,"16,800-19,199","600-1,199",31-35,16914.0,1,1
4478,29,Saloon,9312.0,602.0,rural,0.2,approved,Yes,"7,200-9,599","600-1,199",26-30,8710.0,1,1
4477,38,Saloon,7219.0,1763.0,rural,0.15,approved,No,"7,200-9,599","1,200-1,799",36-40,5456.0,0,1
4475,30,Saloon,2809.0,852.0,rural,0.0,declined,N/A,"<4,800","600-1,199",26-30,1957.0,0,0
4474,53,Saloon,13943.0,1451.0,urban,0.15,approved,No,"12,000-14,399","1,200-1,799",51-55,12492.0,0,1
4465,39,Saloon,5472.0,1067.0,urban,0.2,approved,Yes,"4,800-7,199","600-1,199",36-40,4405.0,1,1
4463,45,Saloon,13466.0,1779.0,urban,0.0,declined,N/A,"12,000-14,399","1,200-1,799",41-45,11687.0,0,0
4461,63,SUV,7619.0,675.0,urban,0.2,approved,No,"7,200-9,599","600-1,199",61-65,6944.0,0,1
4458,46,SUV,16000.0,1189.0,rural,0.1,approved,No,"14,400-16,799","600-1,199",46-50,14811.0,0,1
4454,58,SUV,8912.0,1394.0,rural,0.05,approved,Yes,"7,200-9,599","1,200-1,799",56-60,7518.0,1,1
4453,46,Saloon,2845.0,1158.0,urban,0.15,approved,Yes,"<4,800","600-1,199",46-50,1687.0,1,1
4451,27,SUV,15313.0,1148.0,urban,0.05,approved,Yes,"14,400-16,799","600-1,199",26-30,14165.0,1,1
4450,61,SUV,3513.0,1797.0,rural,0.2,approved,No,"<4,800","1,200-1,799",61-65,1716.0,0,1
4446,48,SUV,3038.0,771.0,urban,0.15,approved,Yes,"<4,800","600-1,199",46-50,2267.0,1,1
4442,47,SUV,2844.0,1212.0,urban,0.15,approved,No,"<4,800","1,200-1,799",46-50,1632.0,0,1
4440,55,Saloon,3442.0,569.0,urban,0.0,declined,N/A,"<4,800",<600,51-55,2873.0,0,0
4439,48,Saloon,3545.0,968.0,rural,0.25,approved,No,"<4,800","600-1,199",46-50,2577.0,0,1
4438,38,SUV,13295.0,1257.0,urban,0.05,approved,Yes,"12,000-14,399","1,200-1,799",36-40,12038.0,1,1
4437,36,Saloon,2940.0,816.0,urban,0.15,approved,No,"<4,800","600-1,199",36-40,2124.0,0,1
4433,44,Saloon,5484.0,1076.0,rural,0.0,declined,N/A,"4,800-7,199","600-1,199",41-45,4408.0,0,0
4431,40,Saloon,4687.0,1211.0,urban,0.15,approved,No,"<4,800","1,200-1,799",36-40,3476.0,0,1
4430,30,SUV,4634.0,1434.0,rural,0.15,approved,Yes,"<4,800","1,200-1,799",26-30,3200.0,1,1
4429,37,Convertible,25698.0,552.0,urban,0.1,approved,No,">=24,000",<600,36-40,25146.0,0,1
4428,23,Convertible,9942.0,1200.0,rural,0.0,declined,N/A,"9,600-11,999","1,200-1,799",21-25,8742.0,0,0
4426,62,SUV,3302.0,1060.0,rural,0.25,approved,No,"<4,800","600-1,199",61-65,2242.0,0,1
4425,26,Convertible,7651.0,990.0,rural,0.0,declined,N/A,"7,200-9,599","600-1,199",26-30,6661.0,0,0
4424,44,SUV,5098.0,1007.0,urban,0.05,approved,Yes,"4,800-7,199","600-1,199",41-45,4091.0,1,1
4421,24,Convertible,15115.0,1340.0,rural,0.0,declined,N/A,"14,400-16,799","1,200-1,799",21-25,13775.0,0,0
4420,25,Saloon,12560.0,549.0,rural,0.0,declined,N/A,"12,000-14,399",<600,21-25,12011.0,0,0
4416,20,Convertible,12165.0,509.0,rural,0.25,approved,No,"12,000-14,399",<600,18-20,11656.0,0,1
4399,44,SUV,17429.0,1273.0,rural,0.0,declined,N/A,"16,800-19,199","1,200-1,799",41-45,16156.0,0,0
4398,51,Saloon,8095.0,1363.0,rural,0.0,declined,N/A,"7,200-9,599","1,200-1,799",51-55,6732.0,0,0
4397,41,Saloon,11623.0,628.0,rural,0.0,declined,N/A,"9,600-11,999","600-1,199",41-45,10995.0,0,0
4395,49,Saloon,4972.0,1175.0,rural,0.2,approved,Yes,"4,800-7,199","600-1,199",46-50,3797.0,1,1
4391,19,SUV,12606.0,647.0,rural,0.0,declined,N/A,"12,000-14,399","600-1,199",18-20,11959.0,0,0
4390,36,Saloon,6966.0,1054.0,rural,0.2,approved,No,"4,800-7,199","600-1,199",36-40,5912.0,0,1
4389,35,Convertible,8468.0,655.0,urban,0.0,declined,N/A,"7,200-9,599","600-1,199",31-35,7813.0,0,0
4388,55,Saloon,13530.0,736.0,urban,0.1,approved,Yes,"12,000-14,399","600-1,199",51-55,12794.0,1,1
4385,40,Saloon,8308.0,904.0,rural,0.15,approved,No,"7,200-9,599","600-1,199",36-40,7404.0,0,1
4383,20,SUV,18870.0,1059.0,rural,0.0,declined,N/A,"16,800-19,199","600-1,199",18-20,17811.0,0,0
4382,29,Saloon,5978.0,1497.0,urban,0.0,declined,N/A,"4,800-7,199","1,200-1,799",26-30,4481.0,0,0
4374,24,SUV,16650.0,652.0,rural,0.15,approved,No,"14,400-16,799","600-1,199",21-25,15998.0,0,1
4372,51,Saloon,3823.0,1255.0,rural,0.1,approved,Yes,"<4,800","1,200-1,799",51-55,2568.0,1,1
4371,53,Saloon,4857.0,617.0,urban,0.15,approved,Yes,"4,800-7,199","600-1,199",51-55,4240.0,1,1
4369,56,SUV,12521.0,807.0,urban,0.1,approved,No,"12,000-14,399","600-1,199",56-60,11714.0,0,1
4367,24,SUV,7382.0,584.0,rural,0.05,approved,No,"7,200-9,599",<600,21-25,6798.0,0,1
4364,33,Saloon,6924.0,1775.0,rural,0.15,approved,Yes,"4,800-7,199","1,200-1,799",31-35,5149.0,1,1
4362,24,Saloon,6396.0,643.0,rural,0.0,declined,N/A,"4,800-7,199","600-1,199",21-25,5753.0,0,0
4360,58,SUV,5360.0,583.0,rural,0.05,approved,No,"4,800-7,199",<600,56-60,4777.0,0,1
4359,42,Saloon,9160.0,1423.0,rural,0.15,approved,No,"7,200-9,599","1,200-1,799",41-45,7737.0,0,1
4357,25,Convertible,24626.0,1023.0,urban,0.0,declined,N/A,">=24,000","600-1,199",21-25,23603.0,0,0
4346,48,Convertible,15881.0,1338.0,rural,0.15,approved,No,"14,400-16,799","1,200-1,799",46-50,14543.0,0,1
4345,29,Saloon,4103.0,667.0,rural,0.0,declined,N/A,"<4,800","600-1,199",26-30,3436.0,0,0
4343,24,Convertible,11955.0,1419.0,rural,0.05,approved,Yes,"9,600-11,999","1,200-1,799",21-25,10536.0,1,1
4342,58,SUV,16637.0,1434.0,urban,0.15,approved,Yes,"14,400-16,799","1,200-1,799",56-60,15203.0,1,1
4336,61,Saloon,5008.0,1287.0,rural,0.15,approved,No,"4,800-7,199","1,200-1,799",61-65,3721.0,0,1
4329,21,Convertible,10446.0,1034.0,rural,0.05,approved,No,"9,600-11,999","600-1,199",21-25,9412.0,0,1
4327,25,SUV,3179.0,626.0,rural,0.0,declined,N/A,"<4,800","600-1,199",21-25,2553.0,0,0
4326,24,SUV,10891.0,1262.0,rural,0.0,declined,N/A,"9,600-11,999","1,200-1,799",21-25,9629.0,0,0
4323,52,SUV,7507.0,1194.0,rural,0.1,approved,No,"7,200-9,599","600-1,199",51-55,6313.0,0,1
4321,64,Saloon,5904.0,930.0,rural,0.15,approved,No,"4,800-7,199","600-1,199",61-65,4974.0,0,1
4320,48,Convertible,13730.0,568.0,rural,0.1,approved,No,"12,000-14,399",<600,46-50,13162.0,0,1
4318,64,SUV,3864.0,1129.0,rural,0.15,approved,No,"<4,800","600-1,199",61-65,2735.0,0,1
4310,56,Saloon,3610.0,947.0,rural,0.2,approved,No,"<4,800","600-1,199",56-60,2663.0,0,1
4309,33,Saloon,4051.0,1101.0,rural,0.0,declined,N/A,"<4,800","600-1,199",31-35,2950.0,0,0
4307,54,Saloon,6115.0,1408.0,rural,0.15,approved,No,"4,800-7,199","1,200-1,799",51-55,4707.0,0,1
4305,31,SUV,3511.0,912.0,urban,0.1,approved,No,"<4,800","600-1,199",31-35,2599.0,0,1
4300,27,Saloon,2847.0,1000.0,urban,0.2,approved,No,"<4,800","600-1,199",26-30,1847.0,0,1
4294,59,Convertible,18894.0,1026.0,rural,0.2,approved,No,"16,800-19,199","600-1,199",56-60,17868.0,0,1
4292,33,Convertible,14533.0,1708.0,rural,0.0,declined,N/A,"14,400-16,799","1,200-1,799",31-35,12825.0,0,0
4288,38,Convertible,18234.0,1020.0,urban,0.2,approved,Yes,"16,800-19,199","600-1,199",36-40,17214.0,1,1
4279,49,Convertible,10335.0,843.0,urban,0.1,approved,Yes,"9,600-11,999","600-1,199",46-50,9492.0,1,1
4278,65,Saloon,10407.0,1323.0,urban,0.2,approved,No,"9,600-11,999","1,200-1,799",61-65,9084.0,0,1
4275,47,SUV,11553.0,1491.0,urban,0.2,approved,Yes,"9,600-11,999","1,200-1,799",46-50,10062.0,1,1
4272,39,Saloon,6195.0,1354.0,rural,0.25,approved,No,"4,800-7,199","1,200-1,799",36-40,4841.0,0,1
4271,22,SUV,9074.0,590.0,rural,0.25,approved,No,"7,200-9,599",<600,21-25,8484.0,0,1
4270,58,SUV,2747.0,1289.0,rural,0.05,approved,No,"<4,800","1,200-1,799",56-60,1458.0,0,1
4268,21,SUV,2924.0,1125.0,rural,0.0,declined,N/A,"<4,800","600-1,199",21-25,1799.0,0,0
4267,42,Saloon,3516.0,1088.0,urban,0.15,approved,No,"<4,800","600-1,199",41-45,2428.0,0,1
4262,59,Convertible,17650.0,594.0,urban,0.05,approved,Yes,"16,800-19,199",<600,56-60,17056.0,1,1
4260,28,Saloon,4776.0,1288.0,urban,0.0,declined,N/A,"<4,800","1,200-1,799",26-30,3488.0,0,0
4259,29,SUV,11180.0,1238.0,rural,0.15,approved,No,"9,600-11,999","1,200-1,799",26-30,9942.0,0,1
4257,42,SUV,17400.0,814.0,urban,0.15,approved,Yes,"16,800-19,199","600-1,199",41-45,16586.0,1,1
4256,48,Saloon,3237.0,806.0,urban,0.15,approved,Yes,"<4,800","600-1,199",46-50,2431.0,1,1
4254,40,SUV,18944.0,1711.0,urban,0.0,declined,N/A,"16,800-19,199","1,200-1,799",36-40,17233.0,0,0
4252,27,SUV,2673.0,1297.0,rural,0.0,declined,N/A,"<4,800","1,200-1,799",26-30,1376.0,0,0
4250,54,Convertible,9214.0,553.0,urban,0.05,approved,No,"7,200-9,599",<600,51-55,8661.0,0,1
4249,65,Saloon,3580.0,808.0,urban,0.15,approved,Yes,"<4,800","600-1,199",61-65,2772.0,1,1
4248,41,Saloon,3890.0,523.0,rural,0.15,approved,No,"<4,800",<600,41-45,3367.0,0,1
4245,37,Convertible,24668.0,869.0,urban,0.05,approved,No,">=24,000","600-1,199",36-40,23799.0,0,1
4244,58,Convertible,18001.0,844.0,rural,0.05,approved,No,"16,800-19,199","600-1,199",56-60,17157.0,0,1
4243,35,Saloon,2599.0,1180.0,urban,0.25,approved,No,"<4,800","600-1,199",31-35,1419.0,0,1
4239,23,SUV,7865.0,1346.0,urban,0.0,declined,N/A,"7,200-9,599","1,200-1,799",21-25,6519.0,0,0
4238,30,Saloon,12202.0,872.0,rural,0.0,declined,N/A,"12,000-14,399","600-1,199",26-30,11330.0,0,0
4236,40,Convertible,20775.0,1608.0,rural,0.15,approved,No,"19,200-21,599","1,200-1,799",36-40,19167.0,0,1
4235,53,Saloon,3447.0,550.0,urban,0.2,approved,Yes,"<4,800",<600,51-55,2897.0,1,1
4234,36,SUV,5975.0,1046.0,rural,0.2,approved,No,"4,800-7,199","600-1,199",36-40,4929.0,0,1
4233,18,SUV,11172.0,1694.0,rural,0.0,declined,N/A,"9,600-11,999","1,200-1,799",18-20,9478.0,0,0
4226,49,Convertible,21026.0,1086.0,urban,0.0,declined,N/A,"19,200-21,599","600-1,199",46-50,19940.0,0,0
4224,36,Saloon,7898.0,731.0,rural,0.15,approved,No,"7,200-9,599","600-1,199",36-40,7167.0,0,1
4221,32,SUV,14046.0,605.0,urban,0.0,declined,N/A,"12,000-14,399","600-1,199",31-35,13441.0,0,0
4213,63,Saloon,14244.0,1281.0,rural,0.0,declined,N/A,"12,000-14,399","1,200-1,799",61-65,12963.0,0,0
4210,54,Convertible,9993.0,823.0,rural,0.15,approved,No,"9,600-11,999","600-1,199",51-55,9170.0,0,1
4206,30,Convertible,15717.0,1663.0,rural,0.0,declined,N/A,"14,400-16,799","1,200-1,799",26-30,14054.0,0,0
4200,61,Saloon,5609.0,953.0,rural,0.1,approved,No,"4,800-7,199","600-1,199",61-65,4656.0,0,1
4199,49,Convertible,22124.0,971.0,urban,0.2,approved,No,"21,600-23,999","600-1,199",46-50,21153.0,0,1
4194,26,Saloon,14575.0,717.0,rural,0.0,declined,N/A,"14,400-16,799","600-1,199",26-30,13858.0,0,0
4192,56,Saloon,3940.0,1104.0,urban,0.25,approved,Yes,"<4,800","600-1,199",56-60,2836.0,1,1
4186,24,Saloon,5057.0,1684.0,urban,0.15,approved,Yes,"4,800-7,199","1,200-1,799",21-25,3373.0,1,1
4177,55,Saloon,4475.0,1183.0,urban,0.15,approved,No,"<4,800","600-1,199",51-55,3292.0,0,1
4176,26,Saloon,3953.0,1150.0,urban,0.15,approved,No,"<4,800","600-1,199",26-30,2803.0,0,1
4172,34,Convertible,19065.0,1158.0,rural,0.0,declined,N/A,"16,800-19,199","600-1,199",31-35,17907.0,0,0
4171,48,Convertible,11957.0,1225.0,urban,0.05,approved,Yes,"9,600-11,999","1,200-1,799",46-50,10732.0,1,1
4163,53,Saloon,3803.0,866.0,rural,0.15,approved,No,"<4,800","600-1,199",51-55,2937.0,0,1
4162,35,Convertible,8393.0,1054.0,urban,0.0,declined,N/A,"7,200-9,599","600-1,199",31-35,7339.0,0,0
4158,50,SUV,15076.0,952.0,rural,0.25,approved,No,"14,400-16,799","600-1,199",46-50,14124.0,0,1
4146,38,Saloon,2573.0,815.0,urban,0.15,approved,No,"<4,800","600-1,199",36-40,1758.0,0,1
4145,20,Saloon,2759.0,549.0,urban,0.15,approved,No,"<4,800",<600,18-20,2210.0,0,1
4144,56,Saloon,5304.0,855.0,rural,0.25,approved,No,"4,800-7,199","600-1,199",56-60,4449.0,0,1
4142,36,Saloon,3182.0,1229.0,rural,0.2,approved,No,"<4,800","1,200-1,799",36-40,1953.0,0,1
4139,60,Saloon,3022.0,1075.0,rural,0.15,approved,No,"<4,800","600-1,199",56-60,1947.0,0,1
4138,49,Saloon,4770.0,748.0,rural,0.15,approved,No,"<4,800","600-1,199",46-50,4022.0,0,1
4137,59,Saloon,3299.0,601.0,rural,0.0,declined,N/A,"<4,800","600-1,199",56-60,2698.0,0,0
4136,27,Convertible,20705.0,1154.0,urban,0.0,declined,N/A,"19,200-21,599","600-1,199",26-30,19551.0,0,0
4134,28,Saloon,5068.0,1190.0,urban,0.0,declined,N/A,"4,800-7,199","600-1,199",26-30,3878.0,0,0
4129,45,SUV,2917.0,725.0,urban,0.0,declined,N/A,"<4,800","600-1,199",41-45,2192.0,0,0
4124,64,Convertible,20410.0,1133.0,rural,0.2,approved,No,"19,200-21,599","600-1,199",61-65,19277.0,0,1
4123,37,Convertible,20657.0,887.0,urban,0.1,approved,No,"19,200-21,599","600-1,199",36-40,19770.0,0,1
4121,40,SUV,3156.0,1091.0,rural,0.0,declined,N/A,"<4,800","600-1,199",36-40,2065.0,0,0
4120,44,SUV,8015.0,1676.0,rural,0.1,approved,No,"7,200-9,599","1,200-1,799",41-45,6339.0,0,1
4119,46,Convertible,23615.0,862.0,urban,0.05,approved,Yes,"21,600-23,999","600-1,199",46-50,22753.0,1,1
4117,19,Convertible,23344.0,1258.0,rural,0.15,approved,No,"21,600-23,999","1,200-1,799",18-20,22086.0,0,1
4116,32,SUV,5136.0,1409.0,rural,0.0,declined,N/A,"4,800-7,199","1,200-1,799",31-35,3727.0,0,0
4115,57,Convertible,23559.0,1448.0,rural,0.25,approved,No,"21,600-23,999","1,200-1,799",56-60,22111.0,0,1
4113,22,Saloon,3583.0,1132.0,urban,0.0,declined,N/A,"<4,800","600-1,199",21-25,2451.0,0,0
4112,52,SUV,18852.0,1513.0,rural,0.1,approved,No,"16,800-19,199","1,200-1,799",51-55,17339.0,0,1
4105,38,Convertible,9137.0,605.0,urban,0.15,approved,No,"7,200-9,599","600-1,199",36-40,8532.0,0,1
4102,30,Saloon,7031.0,1270.0,rural,0.0,declined,N/A,"4,800-7,199","1,200-1,799",26-30,5761.0,0,0
4100,52,Saloon,4101.0,1363.0,urban,0.15,approved,Yes,"<4,800","1,200-1,799",51-55,2738.0,1,1
4097,41,Saloon,4488.0,1160.0,urban,0.0,declined,N/A,"<4,800","600-1,199",41-45,3328.0,0,0
4090,63,Saloon,6685.0,1355.0,rural,0.2,approved,No,"4,800-7,199","1,200-1,799",61-65,5330.0,0,1
4087,64,Saloon,7534.0,831.0,rural,0.25,approved,No,"7,200-9,599","600-1,199",61-65,6703.0,0,1
4086,30,SUV,17753.0,630.0,rural,0.25,approved,No,"16,800-19,199","600-1,199",26-30,17123.0,0,1
4083,28,SUV,4141.0,1365.0,urban,0.0,declined,N/A,"<4,800","1,200-1,799",26-30,2776.0,0,0
4081,35,Convertible,14619.0,1584.0,urban,0.0,declined,N/A,"14,400-16,799","1,200-1,799",31-35,13035.0,0,0
4079,37,SUV,6842.0,548.0,rural,0.1,approved,No,"4,800-7,199",<600,36-40,6294.0,0,1
4078,32,Saloon,5632.0,1331.0,urban,0.15,approved,Yes,"4,800-7,199","1,200-1,799",31-35,4301.0,1,1
4069,41,Saloon,2882.0,1499.0,rural,0.15,approved,No,"<4,800","1,200-1,799",41-45,1383.0,0,1
4068,29,Convertible,26060.0,833.0,urban,0.0,declined,N/A,">=24,000","600-1,199",26-30,25227.0,0,0
4067,47,SUV,3911.0,1445.0,urban,0.0,declined,N/A,"<4,800","1,200-1,799",46-50,2466.0,0,0
4066,24,Convertible,10999.0,685.0,urban,0.0,declined,N/A,"9,600-11,999","600-1,199",21-25,10314.0,0,0
4065,52,Convertible,21903.0,523.0,rural,0.1,approved,No,"21,600-23,999",<600,51-55,21380.0,0,1
4064,28,SUV,13269.0,985.0,rural,0.2,approved,No,"12,000-14,399","600-1,199",26-30,12284.0,0,1
4063,43,SUV,10660.0,1306.0,rural,0.2,approved,No,"9,600-11,999","1,200-1,799",41-45,9354.0,0,1
4056,33,Convertible,22812.0,1238.0,rural,0.25,approved,No,"21,600-23,999","1,200-1,799",31-35,21574.0,0,1
4050,38,SUV,17591.0,1451.0,urban,0.15,approved,Yes,"16,800-19,199","1,200-1,799",36-40,16140.0,1,1
4046,62,SUV,12068.0,1450.0,urban,0.25,approved,Yes,"12,000-14,399","1,200-1,799",61-65,10618.0,1,1
4045,36,Saloon,4339.0,1168.0,urban,0.0,declined,N/A,"<4,800","600-1,199",36-40,3171.0,0,0
4042,55,Saloon,4204.0,553.0,urban,0.15,approved,No,"<4,800",<600,51-55,3651.0,0,1
4037,26,Saloon,4893.0,1497.0,urban,0.15,approved,No,"4,800-7,199","1,200-1,799",26-30,3396.0,0,1
4034,51,Saloon,6517.0,1427.0,rural,0.15,approved,No,"4,800-7,199","1,200-1,799",51-55,5090.0,0,1
4029,18,Convertible,19841.0,1260.0,urban,0.0,declined,N/A,"19,200-21,599","1,200-1,799",18-20,18581.0,0,0
4023,65,Saloon,2553.0,1289.0,urban,0.15,approved,No,"<4,800","1,200-1,799",61-65,1264.0,0,1
4020,50,Convertible,16675.0,700.0,urban,0.2,approved,No,"14,400-16,799","600-1,199",46-50,15975.0,0,1
4011,21,SUV,11623.0,1512.0,rural,0.1,approved,No,"9,600-11,999","1,200-1,799",21-25,10111.0,0,1
4010,28,Saloon,2551.0,579.0,rural,0.15,approved,No,"<4,800",<600,26-30,1972.0,0,1
4008,50,Convertible,20476.0,549.0,rural,0.05,approved,No,"19,200-21,599",<600,46-50,19927.0,0,1
4005,63,Saloon,9129.0,1117.0,rural,0.15,approved,No,"7,200-9,599","600-1,199",61-65,8012.0,0,1
3999,47,SUV,6614.0,773.0,rural,0.05,approved,No,"4,800-7,199","600-1,199",46-50,5841.0,0,1
3997,53,Saloon,6141.0,1037.0,urban,0.0,declined,N/A,"4,800-7,199","600-1,199",51-55,5104.0,0,0
3990,25,Convertible,15493.0,1516.0,urban,0.1,approved,Yes,"14,400-16,799","1,200-1,799",21-25,13977.0,1,1
3989,37,Saloon,5119.0,1292.0,rural,0.0,declined,N/A,"4,800-7,199","1,200-1,799",36-40,3827.0,0,0
3988,55,Convertible,15445.0,763.0,urban,0.05,approved,No,"14,400-16,799","600-1,199",51-55,14682.0,0,1
3986,22,SUV,10472.0,1373.0,urban,0.0,declined,N/A,"9,600-11,999","1,200-1,799",21-25,9099.0,0,0
3981,64,Saloon,3144.0,653.0,rural,0.0,declined,N/A,"<4,800","600-1,199",61-65,2491.0,0,0
3978,48,Convertible,22304.0,690.0,rural,0.1,approved,No,"21,600-23,999","600-1,199",46-50,21614.0,0,1
3974,46,SUV,18198.0,1594.0,rural,0.2,approved,No,"16,800-19,199","1,200-1,799",46-50,16604.0,0,1
3973,26,Saloon,6320.0,873.0,urban,0.0,declined,N/A,"4,800-7,199","600-1,199",26-30,5447.0,0,0
3967,62,SUV,4045.0,821.0,urban,0.05,approved,Yes,"<4,800","600-1,199",61-65,3224.0,1,1
3965,61,SUV,4344.0,1637.0,urban,0.05,approved,No,"<4,800","1,200-1,799",61-65,2707.0,0,1
3963,57,Convertible,11984.0,1227.0,rural,0.1,approved,No,"9,600-11,999","1,200-1,799",56-60,10757.0,0,1
3962,47,Convertible,12981.0,594.0,urban,0.05,approved,No,"12,000-14,399",<600,46-50,12387.0,0,1
3961,32,Saloon,10935.0,1395.0,rural,0.15,approved,No,"9,600-11,999","1,200-1,799",31-35,9540.0,0,1
3960,47,SUV,9232.0,511.0,urban,0.05,approved,No,"7,200-9,599",<600,46-50,8721.0,0,1
3959,21,Saloon,3559.0,552.0,rural,0.15,approved,No,"<4,800",<600,21-25,3007.0,0,1
3955,65,Saloon,2892.0,705.0,urban,0.25,approved,Yes,"<4,800","600-1,199",61-65,2187.0,1,1
3949,63,Saloon,3096.0,1441.0,rural,0.2,approved,No,"<4,800","1,200-1,799",61-65,1655.0,0,1
3948,34,SUV,6277.0,1481.0,rural,0.0,declined,N/A,"4,800-7,199","1,200-1,799",31-35,4796.0,0,0
3947,34,Saloon,7188.0,900.0,rural,0.0,declined,N/A,"4,800-7,199","600-1,199",31-35,6288.0,0,0
3945,18,Convertible,10204.0,1462.0,rural,0.0,declined,N/A,"9,600-11,999","1,200-1,799",18-20,8742.0,0,0
3939,41,Saloon,10341.0,683.0,rural,0.15,approved,No,"9,600-11,999","600-1,199",41-45,9658.0,0,1
3930,50,Saloon,5093.0,1235.0,urban,0.15,approved,Yes,"4,800-7,199","1,200-1,799",46-50,3858.0,1,1
3927,22,SUV,9852.0,861.0,urban,0.0,declined,N/A,"9,600-11,999","600-1,199",21-25,8991.0,0,0
3924,57,SUV,14775.0,1177.0,urban,0.1,approved,No,"14,400-16,799","600-1,199",56-60,13598.0,0,1
3922,60,Saloon,4533.0,1425.0,urban,0.15,approved,Yes,"<4,800","1,200-1,799",56-60,3108.0,1,1
3921,29,Saloon,5275.0,594.0,urban,0.2,approved,Yes,"4,800-7,199",<600,26-30,4681.0,1,1
3917,65,Saloon,9821.0,1085.0,urban,0.2,approved,Yes,"9,600-11,999","600-1,199",61-65,8736.0,1,1
3913,23,SUV,8384.0,1133.0,rural,0.25,approved,No,"7,200-9,599","600-1,199",21-25,7251.0,0,1
3910,56,SUV,18184.0,993.0,rural,0.2,approved,No,"16,800-19,199","600-1,199",56-60,17191.0,0,1
3908,32,Convertible,22465.0,673.0,rural,0.0,declined,N/A,"21,600-23,999","600-1,199",31-35,21792.0,0,0
3905,41,SUV,7588.0,1157.0,urban,0.05,approved,Yes,"7,200-9,599","600-1,199",41-45,6431.0,1,1
3904,60,SUV,19261.0,1796.0,urban,0.2,approved,No,"19,200-21,599","1,200-1,799",56-60,17465.0,0,1
3898,19,Convertible,20984.0,1287.0,urban,0.0,declined,N/A,"19,200-21,599","1,200-1,799",18-20,19697.0,0,0
3896,41,SUV,3736.0,1699.0,urban,0.2,approved,No,"<4,800","1,200-1,799",41-45,2037.0,0,1
3892,18,Saloon,3800.0,1178.0,urban,0.0,declined,N/A,"<4,800","600-1,199",18-20,2622.0,0,0
3889,60,SUV,10732.0,1486.0,urban,0.25,approved,No,"9,600-11,999","1,200-1,799",56-60,9246.0,0,1
3888,45,SUV,15091.0,1670.0,urban,0.05,approved,No,"14,400-16,799","1,200-1,799",41-45,13421.0,0,1
3884,37,SUV,3426.0,1078.0,rural,0.05,approved,No,"<4,800","600-1,199",36-40,2348.0,0,1
3883,30,Saloon,3386.0,668.0,urban,0.25,approved,No,"<4,800","600-1,199",26-30,2718.0,0,1
3878,55,Saloon,5372.0,631.0,urban,0.15,approved,No,"4,800-7,199","600-1,199",51-55,4741.0,0,1
3877,53,Convertible,13675.0,637.0,rural,0.0,declined,N/A,"12,000-14,399","600-1,199",51-55,13038.0,0,0
3875,19,SUV,17820.0,1323.0,urban,0.25,approved,No,"16,800-19,199","1,200-1,799",18-20,16497.0,0,1
3874,47,Convertible,14377.0,869.0,urban,0.05,approved,No,"12,000-14,399","600-1,199",46-50,13508.0,0,1
3873,30,Saloon,4440.0,1376.0,urban,0.0,declined,N/A,"<4,800","1,200-1,799",26-30,3064.0,0,0
3872,56,Saloon,2723.0,660.0,rural,0.15,approved,No,"<4,800","600-1,199",56-60,2063.0,0,1
3866,33,Saloon,2926.0,1237.0,rural,0.2,approved,No,"<4,800","1,200-1,799",31-35,1689.0,0,1
3865,21,SUV,17864.0,1059.0,rural,0.0,declined,N/A,"16,800-19,199","600-1,199",21-25,16805.0,0,0
3860,59,Saloon,3515.0,541.0,rural,0.2,approved,No,"<4,800",<600,56-60,2974.0,0,1
3858,30,Convertible,20550.0,1064.0,rural,0.05,approved,No,"19,200-21,599","600-1,199",26-30,19486.0,0,1
